parameter,alpha,alpha,alpha,alpha,alpha,alpha,alpha,alpha,alpha,beta,beta,beta,beta,beta,beta,beta,beta,beta
,bias,bias,bias,empse_mcse,empse_mcse,empse_mcse,mse,mse,mse,bias,bias,bias,empse_mcse,empse_mcse,empse_mcse,mse,mse,mse
method_full,MLE (scipy),MRR (bernard),MRR (beta),MLE (scipy),MRR (bernard),MRR (beta),MLE (scipy),MRR (bernard),MRR (beta),MLE (scipy),MRR (bernard),MRR (beta),MLE (scipy),MRR (bernard),MRR (beta),MLE (scipy),MRR (bernard),MRR (beta)
n,,,,,,,,,,,,,,,,,,
10,0.08926144821833626,0.10806433263790405,0.10694153467548073,0.1965772960313714,0.1896803651102803,0.18985753182406737,0.04661023945304016,0.04765654089684482,0.047482374229073816,0.02032889018906181,-0.15547743311919038,-0.14745602107575617,0.5432522792739601,0.5377011879006399,0.5395869106984698,0.29553630271267173,0.3132957996790916,0.31289731234861223
50,0.028643389907572425,0.06792323665513345,0.06717147192243189,0.020869531039804597,0.01682447663817332,0.016828960669311496,0.0012559811112185894,0.004896629091857703,0.00479522055743529,-0.0719218596965907,-0.30653760372579053,-0.3013072307552298,0.09204899236490792,0.02125108666818387,0.02129804624353837,0.013645770897610958,0.09441691118252846,0.0912396540791772
100,0.062754294945226,0.09306673685590972,0.09253356605653273,0.0355857120516494,0.08267355616003891,0.08253603404491106,0.005204444436295323,0.015496334397154251,0.015374657763001422,0.09871745564417744,-0.021053243348386985,-0.016811814951603443,0.03766392485508229,0.26711573898289975,0.26734302448924274,0.011163707284349428,0.07179405706786704,0.0717549298650228
